TransactionID	Date	StoreID	StoreName	Region	ProductID	ProductName	Category	Quantity	UnitPrice	Discount	NetSale	TotalCost	Profit
T1011511	2023-01-30	S019	Store_019	South	P0061	Prod_0061	Stationery	1	550.09	0.0			
T1011512	2024-01-08	S050	Store_050	South	P0018	Prod_0018	Food	6	122.84	0.2			
T1011513	2024-04-29	S035	Store_035	West	P0014	Prod_0014	Household	6	385.43	0.0			
T1011514	2024-03-29	S009	Store_009	South	P0155	Prod_0155	Household	4	701.26	0.0			
T1011515	2023-09-03	S043	Store_043	North	P0034	Prod_0034	Food	4	175.9	0.05			
T1011516	2024-08-03	S009	Store_009	South	P0055	Prod_0055	Clothing	3	42.73	0.0			
T1011517	2023-06-08	S040	Store_040	East	P0187	Prod_0187	Beverages	1	559.81	0.05			
T1011518	2025-03-12	S030	Store_030	North	P0142	Prod_0142	Clothing	2	761.99	0.0			
T1011519	2025-07-17	S022	Store_022	East	P0142	Prod_0142	Clothing	1	624.57	0.1			
T1011520	2023-07-10	S008	Store_008	East	P0078	Prod_0078	Beverages	5	952.82	0.0			
T1011521	2023-03-26	S043	Store_043	North	P0085	Prod_0085	Food	9	637.35	0.1			
T1011522	2023-09-07	S043	Store_043	North	P0062	Prod_0062	Beverages	7	466.58	0.0			
T1011523	2025-06-20	S043	Store_043	North	P0200	Prod_0200	Food	9	198.75	0.1			
T1011524	2024-11-12	S010	Store_010	South	P0081	Prod_0081	Electronics	1	564.31	0.1			
T1011525	2023-06-01	S035	Store_035	West	P0199	Prod_0199	Beverages	4	758.15	0.0			
T1011526	2025-09-10	S012	Store_012	North	P0062	Prod_0062	Beverages	4	616.94	0.0			
T1011527	2024-10-18	S035	Store_035	West	P0021	Prod_0021	Food	3	862.63	0.0			
T1011528	2024-04-17	S025	Store_025	South	P0175	Prod_0175	Beverages	4	911.08	0.1			
T1011529	2025-07-02	S008	Store_008	East	P0170	Prod_0170	Beverages	8	537.38	0.0			
T1011530	2025-04-02	S019	Store_019	South	P0067	Prod_0067	Beverages	4	753.55	0.2			
T1011531	2023-12-26	S002	Store_002	West	P0121	Prod_0121	Toys	7	744.98	0.05			
T1011532	2023-07-12	S003	Store_003	North	P0074	Prod_0074	Beverages	4	474.68	0.0			
T1011533	2025-09-11	S025	Store_025	South	P0012	Prod_0012	Toys	8	659.55	0.0			
T1011534	2024-04-15	S027	Store_027	East	P0099	Prod_0099	Beverages	7	412.87	0.0			
T1011535	2024-04-02	S025	Store_025	South	P0055	Prod_0055	Clothing	3	46.39	0.0			
T1011536	2025-01-26	S045	Store_045	East	P0156	Prod_0156	Clothing	3	150.04	0.0			
T1011537	2024-10-19	S028	Store_028	South	P0105	Prod_0105	Food	1	558.76	0.05			
T1011538	2023-11-26	S020	Store_020	North	P0180	Prod_0180	Household	2	254.69	0.0			
T1011539	2024-04-13	S037	Store_037	West	P0013	Prod_0013	Electronics	2	727.23	0.0			
T1011540	2025-07-01	S050	Store_050	South	P0145	Prod_0145	Household	9	188.27	0.0			
T1011541	2024-04-28	S019	Store_019	South	P0147	Prod_0147	Stationery	4	195.84	0.0			
T1011542	2024-12-12	S042	Store_042	East	P0190	Prod_0190	Food	1	949.29	0.0			
T1011543	2023-10-30	S012	Store_012	North	P0181	Prod_0181	Beverages	1	566.72	0.0			
T1011544	2025-03-08	S045	Store_045	East	P0038	Prod_0038	Beverages	1	100.55	0.0			
T1011545	2024-03-08	S040	Store_040	East	P0032	Prod_0032	Clothing	9	624.94	0.0			
T1011546	2025-05-18	S023	Store_023	South	P0056	Prod_0056	Food	5	401.15	0.2			
T1011547	2025-04-01	S040	Store_040	East	P0103	Prod_0103	Household	1	481.8	0.15			
T1011548	2025-01-01	S043	Store_043	North	P0127	Prod_0127	Beverages	3	782.15	0.0			
T1011549	2024-02-15	S042	Store_042	East	P0167	Prod_0167	Food	3	521.52	0.15			
T1011550	2023-04-30	S008	Store_008	East	P0050	Prod_0050	Beverages	3	650.35	0.05			
T1011551	2023-09-18	S046	Store_046	East	P0137	Prod_0137	Food	3	439.81	0.1			
T1011552	2024-04-08	S035	Store_035	West	P0001	Prod_0001	Electronics	9	638.71	0.0			
T1011553	2024-11-13	S027	Store_027	East	P0183	Prod_0183	Clothing	6	547.5	0.0			
T1011554	2025-06-27	S006	Store_006	East	P0184	Prod_0184	Electronics	4	641.52	0.0			
T1011555	2024-06-17	S038	Store_038	Central	P0175	Prod_0175	Beverages	1	980.6	0.05			
T1011556	2023-05-10	S032	Store_032	West	P0075	Prod_0075	Food	6	810.59	0.0			
T1011557	2025-01-23	S029	Store_029	East	P0157	Prod_0157	Toys	5	299.92	0.0			
T1011558	2023-10-09	S036	Store_036	North	P0186	Prod_0186	Stationery	9	958.23	0.1			
T1011559	2023-09-19	S007	Store_007	Central	P0049	Prod_0049	Electronics	8	58.14	0.0			
T1011560	2024-04-10	S027	Store_027	East	P0121	Prod_0121	Toys	9	608.9	0.0			
T1011561	2025-06-09	S034	Store_034	East	P0114	Prod_0114	Clothing	4	505.79	0.05			
T1011562	2024-09-12	S043	Store_043	North	P0145	Prod_0145	Household	1	172.53	0.05			
T1011563	2025-03-13	S003	Store_003	North	P0032	Prod_0032	Clothing	6	567.17	0.0			
T1011564	2024-10-31	S020	Store_020	North	P0152	Prod_0152	Toys	3	71.8	0.0			
T1011565	2024-12-14	S002	Store_002	West	P0102	Prod_0102	Beverages	3	123.2	0.2			
T1011566	2025-07-10	S042	Store_042	East	P0169	Prod_0169	Electronics	4	383.33	0.0			
T1011567	2023-05-22	S027	Store_027	East	P0080	Prod_0080	Beverages	4	49.63	0.0			
T1011568	2024-02-07	S003	Store_003	North	P0018	Prod_0018	Food	2	84.52	0.1			
T1011569	2024-03-11	S027	Store_027	East	P0136	Prod_0136	Stationery	1	488.61	0.0			
T1011570	2024-07-10	S004	Store_004	Central	P0069	Prod_0069	Household	2	361.12	0.05			
T1011571	2023-09-08	S017	Store_017	Central	P0092	Prod_0092	Stationery	5	681.2	0.05			
T1011572	2025-05-13	S025	Store_025	South	P0063	Prod_0063	Toys	3	110.26	0.0			
T1011573	2023-09-13	S004	Store_004	Central	P0009	Prod_0009	Food	1	1018.69	0.0			
T1011574	2024-08-22	S017	Store_017	Central	P0001	Prod_0001	Electronics	8	594.01	0.0			
T1011575	2024-02-15	S050	Store_050	South	P0094	Prod_0094	Toys	7	244.06	0.1			
T1011576	2025-09-08	S029	Store_029	East	P0195	Prod_0195	Beverages	4	462.14	0.0			
T1011577	2024-07-17	S016	Store_016	Central	P0146	Prod_0146	Electronics	2	264.19	0.05			
T1011578	2024-06-08	S013	Store_013	East	P0116	Prod_0116	Toys	1	722.36	0.0			
T1011579	2025-04-04	S005	Store_005	South	P0035	Prod_0035	Beverages	2	260.59	0.1			
T1011580	2023-03-28	S020	Store_020	North	P0024	Prod_0024	Household	2	158.5	0.05			
T1011581	2024-02-12	S024	Store_024	Central	P0138	Prod_0138	Food	1	106.5	0.05			
T1011582	2025-08-02	S033	Store_033	Central	P0027	Prod_0027	Clothing	9	123.31	0.0			
T1011583	2024-07-29	S048	Store_048	North	P0143	Prod_0143	Food	2	889.35	0.0			
T1011584	2024-08-07	S047	Store_047	East	P0140	Prod_0140	Electronics	8	149.43	0.0			
T1011585	2024-11-18	S046	Store_046	East	P0026	Prod_0026	Stationery	5	160.48	0.05			
T1011586	2025-02-27	S005	Store_005	South	P0137	Prod_0137	Food	2	519.24	0.0			
T1011587	2025-07-11	S040	Store_040	East	P0148	Prod_0148	Electronics	3	661.26	0.0			
T1011588	2024-02-29	S039	Store_039	Central	P0097	Prod_0097	Toys	8	743.36	0.0			
T1011589	2025-04-19	S022	Store_022	East	P0200	Prod_0200	Food	4	198.44	0.1			
T1011590	2025-08-11	S019	Store_019	South	P0038	Prod_0038	Beverages	7	100.23	0.0			
T1011591	2024-07-05	S032	Store_032	West	P0025	Prod_0025	Beverages	9	234.84	0.0			
T1011592	2024-08-28	S047	Store_047	East	P0191	Prod_0191	Food	7	646.64	0.1			
T1011593	2025-07-02	S020	Store_020	North	P0164	Prod_0164	Household	3	111.91	0.0			
T1011594	2023-03-07	S014	Store_014	West	P0023	Prod_0023	Beverages	7	573.54	0.0			
T1011595	2023-09-29	S036	Store_036	North	P0121	Prod_0121	Toys	5	789.92	0.0			
T1011596	2024-04-01	S026	Store_026	North	P0050	Prod_0050	Beverages	4	470.5	0.0			
T1011597	2023-08-29	S041	Store_041	South	P0141	Prod_0141	Household	4	250.66	0.0			
T1011598	2024-08-28	S007	Store_007	Central	P0055	Prod_0055	Clothing	6	40.46	0.0			
T1011599	2024-07-29	S014	Store_014	West	P0024	Prod_0024	Household	4	132.45	0.2			
T1011600	2024-08-08	S022	Store_022	East	P0110	Prod_0110	Stationery	3	788.53	0.0			
T1011601	2025-02-09	S039	Store_039	Central	P0198	Prod_0198	Food	4	402.46	0.0			
T1011602	2023-12-31	S044	Store_044	Central	P0043	Prod_0043	Toys	1	75.9	0.0			
T1011603	2023-08-18	S023	Store_023	South	P0024	Prod_0024	Household	6	147.3	0.0			
T1011604	2023-06-14	S029	Store_029	East	P0147	Prod_0147	Stationery	2	222.74	0.15			
T1011605	2024-09-13	S046	Store_046	East	P0155	Prod_0155	Household	7	726.3	0.0			
T1011606	2025-09-14	S030	Store_030	North	P0114	Prod_0114	Clothing	1	597.59	0.1			
T1011607	2025-01-15	S004	Store_004	Central	P0104	Prod_0104	Food	6	102.82	0.0			
T1011608	2025-02-11	S020	Store_020	North	P0101	Prod_0101	Clothing	1	559.98	0.0			
T1011609	2023-04-04	S046	Store_046	East	P0141	Prod_0141	Household	3	361.91	0.1			
T1011610	2025-01-24	S027	Store_027	East	P0050	Prod_0050	Beverages	4	571.13	0.1			
T1011611	2023-03-28	S024	Store_024	Central	P0018	Prod_0018	Food	8	95.5	0.0			
T1011612	2023-06-02	S037	Store_037	West	P0135	Prod_0135	Food	9	115.61	0.0			
T1011613	2023-11-15	S012	Store_012	North	P0139	Prod_0139	Beverages	7	183.3	0.1			
T1011614	2025-05-22	S049	Store_049	East	P0083	Prod_0083	Clothing	3	608.37	0.2			
T1011615	2023-02-09	S022	Store_022	East	P0147	Prod_0147	Stationery	2	221.19	0.1			
T1011616	2023-03-14	S042	Store_042	East	P0088	Prod_0088	Food	8	472.99	0.0			
T1011617	2025-03-20	S002	Store_002	West	P0038	Prod_0038	Beverages	4	132.79	0.0			
T1011618	2023-01-13	S003	Store_003	North	P0013	Prod_0013	Electronics	8	738.88	0.0			
T1011619	2025-09-09	S043	Store_043	North	P0031	Prod_0031	Food	3	499.81	0.0			
T1011620	2024-03-27	S027	Store_027	East	P0178	Prod_0178	Food	1	958.7	0.0			
T1011621	2024-02-03	S046	Store_046	East	P0055	Prod_0055	Clothing	9	38.66	0.0			
T1011622	2024-08-29	S001	Store_001	West	P0047	Prod_0047	Food	2	234.3	0.1			
T1011623	2023-03-04	S048	Store_048	North	P0022	Prod_0022	Toys	2	725.52	0.0			
T1011624	2025-06-06	S012	Store_012	North	P0090	Prod_0090	Clothing	6	468.11	0.0			
T1011625	2024-02-08	S039	Store_039	Central	P0052	Prod_0052	Beverages	8	240.98	0.05			
T1011626	2024-04-18	S037	Store_037	West	P0087	Prod_0087	Beverages	7	851.91	0.0			
T1011627	2023-02-15	S025	Store_025	South	P0087	Prod_0087	Beverages	8	733.39	0.0			
T1011628	2025-03-27	S012	Store_012	North	P0107	Prod_0107	Clothing	2	617.83	0.0			
T1011629	2024-04-10	S039	Store_039	Central	P0040	Prod_0040	Stationery	9	411.87	0.05			
T1011630	2024-12-30	S024	Store_024	Central	P0182	Prod_0182	Household	2	191.27	0.05			
T1011631	2024-12-25	S042	Store_042	East	P0099	Prod_0099	Beverages	3	455.79	0.0			
T1011632	2023-06-01	S044	Store_044	Central	P0110	Prod_0110	Stationery	3	639.1	0.05			
T1011633	2024-09-11	S045	Store_045	East	P0115	Prod_0115	Beverages	3	736.11	0.0			
T1011634	2023-11-13	S014	Store_014	West	P0110	Prod_0110	Stationery	9	832.18	0.15			
T1011635	2023-08-18	S017	Store_017	Central	P0094	Prod_0094	Toys	9	262.5	0.05			
T1011636	2025-02-24	S047	Store_047	East	P0165	Prod_0165	Food	2	435.15	0.15			
T1011637	2023-01-11	S025	Store_025	South	P0002	Prod_0002	Household	2	356.53	0.1			
T1011638	2024-03-01	S040	Store_040	East	P0159	Prod_0159	Toys	3	322.85	0.05			
T1011639	2024-09-30	S043	Store_043	North	P0151	Prod_0151	Electronics	2	304.29	0.1			
T1011640	2024-11-13	S025	Store_025	South	P0156	Prod_0156	Clothing	6	195.42	0.0			
T1011641	2025-08-11	S025	Store_025	South	P0174	Prod_0174	Household	2	357.86	0.0			
T1011642	2023-02-20	S041	Store_041	South	P0077	Prod_0077	Food	6	1031.93	0.0			
T1011643	2024-11-01	S027	Store_027	East	P0138	Prod_0138	Food	4	83.17	0.0			
T1011644	2024-03-26	S012	Store_012	North	P0048	Prod_0048	Toys	6	206.8	0.0			
T1011645	2025-06-16	S006	Store_006	East	P0180	Prod_0180	Household	5	256.23	0.2			
T1011646	2024-08-27	S050	Store_050	South	P0087	Prod_0087	Beverages	2	1011.5	0.0			
T1011647	2024-09-23	S001	Store_001	West	P0120	Prod_0120	Electronics	5	522.56	0.15			
T1011648	2024-09-03	S028	Store_028	South	P0150	Prod_0150	Stationery	9	395.38	0.1			
T1011649	2024-06-25	S028	Store_028	South	P0128	Prod_0128	Toys	9	321.62	0.05			
T1011650	2025-03-14	S003	Store_003	North	P0131	Prod_0131	Toys	1	176.16	0.0			
T1011651	2024-09-23	S017	Store_017	Central	P0007	Prod_0007	Household	9	300.8	0.05			
T1011652	2025-06-23	S040	Store_040	East	P0001	Prod_0001	Electronics	4	716.61	0.05			
T1011653	2024-11-24	S038	Store_038	Central	P0126	Prod_0126	Food	3	555.09	0.0			
T1011654	2023-05-27	S038	Store_038	Central	P0118	Prod_0118	Clothing	9	722.46	0.05			
T1011655	2025-03-09	S025	Store_025	South	P0159	Prod_0159	Toys	1	337.27	0.0			
T1011656	2024-12-06	S003	Store_003	North	P0002	Prod_0002	Household	5	387.95	0.15			
T1011657	2024-10-20	S026	Store_026	North	P0098	Prod_0098	Food	6	201.14	0.05			
T1011658	2024-03-24	S049	Store_049	East	P0196	Prod_0196	Food	1	646.19	0.0			
T1011659	2024-10-12	S034	Store_034	East	P0190	Prod_0190	Food	8	669.1	0.0			
T1011660	2025-07-21	S049	Store_049	East	P0132	Prod_0132	Stationery	3	757.16	0.0			
T1011661	2025-03-28	S021	Store_021	East	P0128	Prod_0128	Toys	5	228.24	0.0			
T1011662	2023-06-22	S027	Store_027	East	P0163	Prod_0163	Food	3	838.15	0.0			
T1011663	2023-06-02	S017	Store_017	Central	P0049	Prod_0049	Electronics	7	55.15	0.0			
T1011664	2023-03-17	S016	Store_016	Central	P0185	Prod_0185	Electronics	9	581.61	0.0			
T1011665	2023-07-05	S023	Store_023	South	P0004	Prod_0004	Beverages	2	623.05	0.1			
T1011666	2025-08-10	S011	Store_011	Central	P0101	Prod_0101	Clothing	3	559.68	0.0			
T1011667	2024-02-15	S049	Store_049	East	P0196	Prod_0196	Food	4	478.06	0.0			
T1011668	2023-08-08	S020	Store_020	North	P0196	Prod_0196	Food	3	611.29	0.0			
T1011669	2025-07-29	S001	Store_001	West	P0095	Prod_0095	Household	1	220.79	0.05			
T1011670	2024-01-08	S043	Store_043	North	P0022	Prod_0022	Toys	1	526.86	0.2			
T1011671	2024-05-05	S030	Store_030	North	P0143	Prod_0143	Food	1	960.7	0.0			
T1011672	2025-06-22	S026	Store_026	North	P0135	Prod_0135	Food	4	151.16	0.0			
T1011673	2025-04-04	S048	Store_048	North	P0164	Prod_0164	Household	9	114.15	0.0			
T1011674	2023-11-11	S040	Store_040	East	P0149	Prod_0149	Food	5	343.57	0.0			
T1011675	2023-05-13	S037	Store_037	West	P0093	Prod_0093	Toys	8	473.06	0.0			
T1011676	2025-08-07	S043	Store_043	North	P0130	Prod_0130	Toys	9	794.45	0.0			
T1011677	2024-10-13	S026	Store_026	North	P0078	Prod_0078	Beverages	6	952.47	0.0			
T1011678	2023-07-25	S032	Store_032	West	P0144	Prod_0144	Food	3	1027.8	0.0			
T1011679	2023-08-01	S042	Store_042	East	P0032	Prod_0032	Clothing	9	499.59	0.0			
T1011680	2024-11-05	S046	Store_046	East	P0019	Prod_0019	Food	3	860.41	0.0			
T1011681	2025-05-07	S024	Store_024	Central	P0106	Prod_0106	Stationery	5	634.75	0.15			
T1011682	2025-07-13	S033	Store_033	Central	P0019	Prod_0019	Food	7	686.13	0.0			
T1011683	2023-08-17	S034	Store_034	East	P0034	Prod_0034	Food	3	245.58	0.0			
T1011684	2024-10-18	S045	Store_045	East	P0188	Prod_0188	Food	9	509.98	0.1			
T1011685	2024-12-03	S015	Store_015	South	P0008	Prod_0008	Beverages	5	145.91	0.1			
T1011686	2025-03-06	S007	Store_007	Central	P0043	Prod_0043	Toys	2	61.04	0.0			
T1011687	2025-09-23	S017	Store_017	Central	P0062	Prod_0062	Beverages	5	526.09	0.0			
T1011688	2025-07-16	S049	Store_049	East	P0094	Prod_0094	Toys	6	239.42	0.1			
T1011689	2024-06-18	S001	Store_001	West	P0062	Prod_0062	Beverages	7	559.07	0.0			
T1011690	2023-05-04	S049	Store_049	East	P0162	Prod_0162	Electronics	9	481.75	0.0			
T1011691	2025-02-04	S046	Store_046	East	P0134	Prod_0134	Beverages	5	326.92	0.0			
T1011692	2025-07-19	S049	Store_049	East	P0111	Prod_0111	Stationery	9	584.47	0.0			
T1011693	2023-10-23	S047	Store_047	East	P0196	Prod_0196	Food	4	496.05	0.15			
T1011694	2025-06-30	S018	Store_018	North	P0105	Prod_0105	Food	8	573.39	0.0			
T1011695	2024-07-08	S042	Store_042	East	P0178	Prod_0178	Food	8	994.04	0.0			
T1011696	2023-11-27	S039	Store_039	Central	P0184	Prod_0184	Electronics	7	853.89	0.0			
T1011697	2023-06-27	S001	Store_001	West	P0050	Prod_0050	Beverages	5	474.26	0.1			
T1011698	2024-06-20	S036	Store_036	North	P0119	Prod_0119	Clothing	9	793.86	0.1			
T1011699	2025-06-02	S022	Store_022	East	P0041	Prod_0041	Beverages	9	976.05	0.05			
T1011700	2024-10-11	S030	Store_030	North	P0144	Prod_0144	Food	8	735.92	0.1			
T1011701	2024-02-19	S005	Store_005	South	P0119	Prod_0119	Clothing	2	908.22	0.0			
T1011702	2023-11-11	S034	Store_034	East	P0067	Prod_0067	Beverages	7	856.23	0.0			
T1011703	2024-10-05	S050	Store_050	South	P0062	Prod_0062	Beverages	2	500.07	0.15			
T1011704	2024-11-01	S033	Store_033	Central	P0199	Prod_0199	Beverages	8	921.17	0.05			
T1011705	2023-04-07	S012	Store_012	North	P0100	Prod_0100	Clothing	5	270.84	0.05			
T1011706	2023-01-06	S022	Store_022	East	P0034	Prod_0034	Food	1	193.56	0.0			
T1011707	2023-02-21	S018	Store_018	North	P0008	Prod_0008	Beverages	3	156.8	0.2			
T1011708	2025-04-19	S019	Store_019	South	P0176	Prod_0176	Toys	9	993.17	0.15			
T1011709	2025-03-13	S017	Store_017	Central	P0015	Prod_0015	Food	5	915.8	0.0			
T1011710	2024-04-14	S020	Store_020	North	P0082	Prod_0082	Food	8	525.21	0.15			
T1011711	2024-03-24	S015	Store_015	South	P0042	Prod_0042	Household	6	284.2	0.0			
T1011712	2023-07-09	S050	Store_050	South	P0084	Prod_0084	Electronics	6	249.56	0.0			
T1011713	2024-06-07	S018	Store_018	North	P0187	Prod_0187	Beverages	7	623.61	0.0			
T1011714	2023-01-05	S012	Store_012	North	P0105	Prod_0105	Food	5	537.79	0.05			
T1011715	2025-09-16	S025	Store_025	South	P0119	Prod_0119	Clothing	7	945.91	0.15			
T1011716	2024-07-10	S004	Store_004	Central	P0176	Prod_0176	Toys	6	1031.99	0.15			
T1011717	2023-04-15	S029	Store_029	East	P0153	Prod_0153	Clothing	6	345.43	0.0			
T1011718	2024-11-24	S028	Store_028	South	P0166	Prod_0166	Food	6	705.43	0.0			
T1011719	2023-02-04	S046	Store_046	East	P0122	Prod_0122	Electronics	3	347.27	0.0			
T1011720	2024-11-23	S036	Store_036	North	P0064	Prod_0064	Beverages	7	64.17	0.0			
T1011721	2024-07-11	S012	Store_012	North	P0146	Prod_0146	Electronics	1	383.73	0.05			
T1011722	2024-05-13	S019	Store_019	South	P0085	Prod_0085	Food	7	618.18	0.0			
T1011723	2025-07-29	S008	Store_008	East	P0097	Prod_0097	Toys	5	635.99	0.0			
T1011724	2023-10-22	S038	Store_038	Central	P0114	Prod_0114	Clothing	2	530.8	0.0			
T1011725	2024-04-14	S015	Store_015	South	P0095	Prod_0095	Household	6	249.06	0.0			
T1011726	2025-04-04	S006	Store_006	East	P0105	Prod_0105	Food	3	560.29	0.15			
T1011727	2024-08-27	S033	Store_033	Central	P0165	Prod_0165	Food	3	525.12	0.1			
T1011728	2025-03-20	S002	Store_002	West	P0010	Prod_0010	Food	8	104.18	0.0			
T1011729	2023-05-04	S006	Store_006	East	P0036	Prod_0036	Food	4	452.02	0.1			
T1011730	2025-06-04	S003	Store_003	North	P0158	Prod_0158	Electronics	7	531.24	0.05			
T1011731	2024-06-12	S039	Store_039	Central	P0036	Prod_0036	Food	4	415.28	0.15			
T1011732	2025-01-09	S023	Store_023	South	P0001	Prod_0001	Electronics	5	660.93	0.0			
T1011733	2024-07-09	S025	Store_025	South	P0189	Prod_0189	Household	9	624.16	0.1			
T1011734	2025-05-20	S006	Store_006	East	P0099	Prod_0099	Beverages	9	401.32	0.2			
T1011735	2025-05-25	S015	Store_015	South	P0007	Prod_0007	Household	9	309.13	0.15			
T1011736	2023-12-20	S035	Store_035	West	P0036	Prod_0036	Food	4	399.41	0.05			
T1011737	2025-04-18	S007	Store_007	Central	P0130	Prod_0130	Toys	1	593.95	0.0			
T1011738	2023-09-24	S012	Store_012	North	P0124	Prod_0124	Clothing	7	823.71	0.1			
T1011739	2023-08-03	S010	Store_010	South	P0024	Prod_0024	Household	6	125.28	0.15			
T1011740	2024-02-18	S026	Store_026	North	P0001	Prod_0001	Electronics	6	775.64	0.0			
T1011741	2023-10-21	S036	Store_036	North	P0190	Prod_0190	Food	2	927.18	0.0			
T1011742	2025-06-16	S002	Store_002	West	P0187	Prod_0187	Beverages	3	530.51	0.05			
T1011743	2024-04-15	S009	Store_009	South	P0098	Prod_0098	Food	6	241.04	0.0			
T1011744	2024-11-06	S001	Store_001	West	P0140	Prod_0140	Electronics	2	107.83	0.0			
T1011745	2024-04-01	S022	Store_022	East	P0175	Prod_0175	Beverages	4	986.51	0.15			
T1011746	2025-06-20	S020	Store_020	North	P0189	Prod_0189	Household	2	807.89	0.1			
T1011747	2023-06-25	S048	Store_048	North	P0069	Prod_0069	Household	1	364.21	0.0			
T1011748	2025-03-24	S018	Store_018	North	P0120	Prod_0120	Electronics	5	496.61	0.0			
T1011749	2023-05-27	S050	Store_050	South	P0163	Prod_0163	Food	4	618.84	0.0			
T1011750	2024-04-04	S042	Store_042	East	P0055	Prod_0055	Clothing	3	46.2	0.0			
T1011751	2023-02-08	S008	Store_008	East	P0124	Prod_0124	Clothing	8	751.65	0.15			
T1011752	2024-03-26	S022	Store_022	East	P0087	Prod_0087	Beverages	5	928.16	0.1			
T1011753	2023-04-29	S013	Store_013	East	P0149	Prod_0149	Food	3	288.89	0.15			
T1011754	2023-01-04	S040	Store_040	East	P0093	Prod_0093	Toys	3	506.78	0.15			
T1011755	2025-01-29	S027	Store_027	East	P0171	Prod_0171	Electronics	2	64.97	0.05			
T1011756	2025-08-16	S023	Store_023	South	P0018	Prod_0018	Food	4	101.9	0.0			
T1011757	2025-05-13	S037	Store_037	West	P0135	Prod_0135	Food	8	152.53	0.0			
T1011758	2025-06-05	S010	Store_010	South	P0153	Prod_0153	Clothing	3	275.59	0.0			
T1011759	2024-05-27	S022	Store_022	East	P0174	Prod_0174	Household	7	336.79	0.0			
T1011760	2024-12-13	S005	Store_005	South	P0175	Prod_0175	Beverages	4	979.44	0.15			
T1011761	2024-08-24	S040	Store_040	East	P0121	Prod_0121	Toys	3	808.32	0.2			
T1011762	2023-06-26	S048	Store_048	North	P0065	Prod_0065	Beverages	6	496.46	0.1			
T1011763	2024-11-06	S044	Store_044	Central	P0164	Prod_0164	Household	7	87.26	0.05			
T1011764	2023-11-22	S012	Store_012	North	P0113	Prod_0113	Stationery	3	63.27	0.1			
T1011765	2023-05-09	S035	Store_035	West	P0091	Prod_0091	Toys	6	628.04	0.0			
T1011766	2023-09-03	S017	Store_017	Central	P0075	Prod_0075	Food	2	674.75	0.1			
T1011767	2023-12-26	S014	Store_014	West	P0047	Prod_0047	Food	2	214.29	0.05			
T1011768	2024-04-26	S021	Store_021	East	P0065	Prod_0065	Beverages	7	509.95	0.0			
T1011769	2023-08-21	S047	Store_047	East	P0195	Prod_0195	Beverages	7	340.37	0.0			
T1011770	2024-12-27	S037	Store_037	West	P0103	Prod_0103	Household	6	507.13	0.0			
T1011771	2023-11-16	S012	Store_012	North	P0038	Prod_0038	Beverages	4	124.27	0.0			
T1011772	2023-08-27	S002	Store_002	West	P0151	Prod_0151	Electronics	7	304.75	0.05			
T1011773	2023-12-17	S029	Store_029	East	P0008	Prod_0008	Beverages	7	119.38	0.0			
T1011774	2023-10-26	S018	Store_018	North	P0057	Prod_0057	Food	7	435.19	0.05			
T1011775	2024-09-18	S019	Store_019	South	P0165	Prod_0165	Food	4	458.29	0.2			
T1011776	2024-06-24	S048	Store_048	North	P0146	Prod_0146	Electronics	1	389.94	0.05			
T1011777	2023-10-01	S003	Store_003	North	P0015	Prod_0015	Food	9	945.03	0.0			
T1011778	2024-04-17	S002	Store_002	West	P0186	Prod_0186	Stationery	3	721.76	0.15			
T1011779	2024-02-19	S032	Store_032	West	P0046	Prod_0046	Food	8	243.32	0.1			
T1011780	2023-06-05	S015	Store_015	South	P0121	Prod_0121	Toys	1	856.6	0.0			
T1011781	2024-03-31	S029	Store_029	East	P0126	Prod_0126	Food	4	704.03	0.0			
T1011782	2024-01-22	S039	Store_039	Central	P0045	Prod_0045	Electronics	5	919.11	0.0			
T1011783	2024-10-18	S033	Store_033	Central	P0161	Prod_0161	Beverages	4	302.89	0.0			
T1011784	2024-07-10	S045	Store_045	East	P0038	Prod_0038	Beverages	8	99.44	0.0			
T1011785	2025-05-31	S001	Store_001	West	P0012	Prod_0012	Toys	8	803.24	0.05			
T1011786	2025-02-16	S047	Store_047	East	P0173	Prod_0173	Household	5	490.96	0.0			
T1011787	2024-04-19	S012	Store_012	North	P0023	Prod_0023	Beverages	6	779.16	0.05			
T1011788	2024-03-05	S020	Store_020	North	P0154	Prod_0154	Food	3	949.82	0.0			
T1011789	2024-09-14	S044	Store_044	Central	P0130	Prod_0130	Toys	3	865.71	0.0			
T1011790	2023-09-09	S005	Store_005	South	P0058	Prod_0058	Beverages	2	177.9	0.0			
T1011791	2023-01-06	S027	Store_027	East	P0023	Prod_0023	Beverages	6	582.25	0.2			
T1011792	2023-06-05	S008	Store_008	East	P0011	Prod_0011	Electronics	7	301.25	0.0			
T1011793	2024-05-12	S043	Store_043	North	P0161	Prod_0161	Beverages	1	224.83	0.0			
T1011794	2025-09-18	S017	Store_017	Central	P0032	Prod_0032	Clothing	1	497.82	0.0			
T1011795	2024-07-04	S025	Store_025	South	P0189	Prod_0189	Household	1	632.62	0.1			
T1011796	2023-04-08	S047	Store_047	East	P0068	Prod_0068	Beverages	6	173.16	0.0			
T1011797	2023-03-13	S044	Store_044	Central	P0050	Prod_0050	Beverages	8	460.76	0.0			
T1011798	2024-08-12	S041	Store_041	South	P0084	Prod_0084	Electronics	9	270.19	0.15			
